post_id,user_verdict,dimension,Claude,DeepSeek,Gemini,GPT-4o-mini,Qwen,mean,median,std,min,max,count,agreement
101fvqg,Y,Authority_Family,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
101fvqg,Y,Authority_Society,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
101fvqg,Y,Care_Harm,2.0,2.0,1.0,2.0,2.0,1.8,2.0,0.4,1.0,2.0,5,0.7142857142857143
101fvqg,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
101fvqg,Y,Loyalty,1.0,1.0,1.0,0.0,0.0,0.6,1.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
101fvqg,Y,Proportionality,0.0,0.0,-1.0,0.0,0.0,-0.2,0.0,0.4000000000000001,-1.0,0.0,5,0.7142857142857142
101fvqg,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
102ge2y,Y,Authority_Family,1.0,2.0,1.0,0.0,0.0,0.8,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
102ge2y,Y,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5719739151027539
102ge2y,Y,Care_Harm,1.0,1.0,2.0,1.0,2.0,1.4,1.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
102ge2y,Y,Equality,-1.0,-1.0,-2.0,-1.0,-2.0,-1.4,-1.0,0.4898979485566356,-2.0,-1.0,5,0.6711869097939006
102ge2y,Y,Loyalty,1.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
102ge2y,Y,Proportionality,2.0,2.0,1.0,2.0,1.0,1.6,2.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
102ge2y,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
1031mvi,Y,Authority_Family,-1.0,-2.0,-2.0,-2.0,-2.0,-1.8,-2.0,0.4000000000000001,-2.0,-1.0,5,0.7142857142857142
1031mvi,Y,Authority_Society,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,0.7142857142857142
1031mvi,Y,Care_Harm,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,5,1.0
1031mvi,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
1031mvi,Y,Loyalty,2.0,1.0,2.0,2.0,-1.0,1.2,2.0,1.1661903789690602,-1.0,2.0,5,0.4616399415807225
1031mvi,Y,Proportionality,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.6324555320336759,0.0,2.0,5,0.6125741132772068
1031mvi,Y,Purity,0.0,0.0,-1.0,0.0,0.0,-0.2,0.0,0.4000000000000001,-1.0,0.0,5,0.7142857142857142
1046h58,Y,Authority_Family,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
1046h58,Y,Authority_Society,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
1046h58,Y,Care_Harm,1.0,2.0,1.0,1.0,1.0,1.2,1.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
1046h58,Y,Equality,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
1046h58,Y,Loyalty,0.0,1.0,1.0,0.0,0.0,0.4,0.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
1046h58,Y,Proportionality,1.0,0.0,2.0,0.0,0.0,0.6,0.0,0.7999999999999999,0.0,2.0,5,0.5555555555555556
1046h58,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
106tbjg,Y,Authority_Family,-1.0,-2.0,-2.0,-1.0,0.0,-1.2,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
106tbjg,Y,Authority_Society,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5719739151027539
106tbjg,Y,Care_Harm,-1.0,1.0,-1.0,0.0,-1.0,-0.4,-1.0,0.7999999999999999,-1.0,1.0,5,0.5555555555555556
106tbjg,Y,Equality,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.4,0.0,1.0,5,0.7142857142857143
106tbjg,Y,Loyalty,2.0,2.0,2.0,1.0,0.0,1.4,2.0,0.8,0.0,2.0,5,0.5555555555555556
106tbjg,Y,Proportionality,0.0,0.0,-1.0,2.0,0.0,0.2,0.0,0.9797958971132712,-1.0,2.0,5,0.5051025721682191
106tbjg,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
106wknq,N,Authority_Family,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
106wknq,N,Authority_Society,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
106wknq,N,Care_Harm,1.0,-1.0,-1.0,0.0,0.0,-0.2,0.0,0.7483314773547883,-1.0,1.0,5,0.5719739151027539
106wknq,N,Equality,0.0,0.0,1.0,1.0,-1.0,0.2,0.0,0.7483314773547883,-1.0,1.0,5,0.5719739151027539
106wknq,N,Loyalty,1.0,1.0,-1.0,1.0,1.0,0.6,1.0,0.8000000000000002,-1.0,1.0,5,0.5555555555555555
106wknq,N,Proportionality,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
106wknq,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
107cwki,Y,Authority_Family,-1.0,-2.0,-2.0,0.0,-2.0,-1.4,-2.0,0.8,-2.0,0.0,5,0.5555555555555556
107cwki,Y,Authority_Society,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,0.5555555555555556
107cwki,Y,Care_Harm,0.0,-1.0,-2.0,2.0,1.0,0.0,0.0,1.4142135623730951,-2.0,2.0,5,0.4142135623730951
107cwki,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
107cwki,Y,Loyalty,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6324555320336759,0.0,2.0,5,0.6125741132772068
107cwki,Y,Proportionality,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
107cwki,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
107fnlm,N,Authority_Family,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,-1.0,0.6324555320336759,-2.0,0.0,5,0.6125741132772068
107fnlm,N,Authority_Society,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6125741132772068
107fnlm,N,Care_Harm,1.0,2.0,2.0,1.0,1.0,1.4,1.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
107fnlm,N,Equality,-1.0,0.0,-2.0,-1.0,-2.0,-1.2,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
107fnlm,N,Loyalty,1.0,1.0,1.0,0.0,-1.0,0.4,1.0,0.8,-1.0,1.0,5,0.5555555555555556
107fnlm,N,Proportionality,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
107fnlm,N,Purity,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
109i1ro,N,Authority_Family,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939005
109i1ro,N,Authority_Society,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939005
109i1ro,N,Care_Harm,2.0,2.0,1.0,2.0,2.0,1.8,2.0,0.4,1.0,2.0,5,0.7142857142857143
109i1ro,N,Equality,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
109i1ro,N,Loyalty,1.0,1.0,1.0,0.0,0.0,0.6,1.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
109i1ro,N,Proportionality,0.0,1.0,2.0,0.0,0.0,0.6,0.0,0.7999999999999999,0.0,2.0,5,0.5555555555555556
109i1ro,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
109wtph,Y,Authority_Family,1.0,2.0,2.0,1.0,0.0,1.2,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
109wtph,Y,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5719739151027539
109wtph,Y,Care_Harm,-1.0,0.0,-1.0,0.0,-2.0,-0.8,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
109wtph,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
109wtph,Y,Loyalty,2.0,1.0,-1.0,2.0,0.0,0.8,1.0,1.1661903789690602,-1.0,2.0,5,0.4616399415807225
109wtph,Y,Proportionality,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.8944271909999159,0.0,2.0,5,0.5278640450004206
109wtph,Y,Purity,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
10bnywp,Y,Authority_Family,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857143
10bnywp,Y,Authority_Society,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857143
10bnywp,Y,Care_Harm,0.0,1.0,1.0,1.0,0.0,0.6,1.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
10bnywp,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10bnywp,Y,Loyalty,-1.0,-1.0,-1.0,0.0,-1.0,-0.8,-1.0,0.4,-1.0,0.0,5,0.7142857142857143
10bnywp,Y,Proportionality,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
10bnywp,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10ge6vj,Y,Authority_Family,1.0,2.0,2.0,1.0,0.0,1.2,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
10ge6vj,Y,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5719739151027539
10ge6vj,Y,Care_Harm,-1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.8000000000000002,-1.0,1.0,5,0.5555555555555555
10ge6vj,Y,Equality,-2.0,-2.0,-2.0,0.0,-2.0,-1.6,-2.0,0.8,-2.0,0.0,5,0.5555555555555556
10ge6vj,Y,Loyalty,1.0,1.0,1.0,1.0,0.0,0.8,1.0,0.4,0.0,1.0,5,0.7142857142857143
10ge6vj,Y,Proportionality,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
10ge6vj,Y,Purity,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
10h7y27,Y,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939005
10h7y27,Y,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939005
10h7y27,Y,Care_Harm,1.0,1.0,2.0,1.0,2.0,1.4,1.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
10h7y27,Y,Equality,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
10h7y27,Y,Loyalty,2.0,2.0,2.0,2.0,1.0,1.8,2.0,0.4,1.0,2.0,5,0.7142857142857143
10h7y27,Y,Proportionality,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
